,name,normal_acc,normal_acc_attack,soup_acc,soup_acc_attack
118,"NN_tune_trainable_143c9_00691_691_model::dropout=0.5,model::init_type=normal,model::nlin=sigmoid,optim::optimizer=sgd,optim::wd=0._2021-09-23_21-30-15",0.1,0.1,0.1,0.1
119,"NN_tune_trainable_143c9_00595_595_model::dropout=0.5,model::init_type=normal,model::nlin=sigmoid,optim::optimizer=adam,optim::wd=0_2021-09-23_15-51-19",0.1,0.1,0.1,0.1
120,"NN_tune_trainable_143c9_00640_640_model::dropout=0,model::init_type=uniform,model::nlin=tanh,optim::optimizer=adam,optim::wd=0.01,_2021-09-23_18-22-57",0.593,0.2522,0.621,0.2695
121,"NN_tune_trainable_143c9_00745_745_model::dropout=0.5,model::init_type=uniform,model::nlin=relu,optim::optimizer=sgd,optim::wd=0.00_2021-09-24_00-09-46",0.1,0.1,0.1,0.1
122,"NN_tune_trainable_143c9_01236_1236_model::dropout=0,model::init_type=kaiming_uniform,model::nlin=sigmoid,optim::optimizer=adam,opt_2021-09-24_23-06-53",0.58,0.2587,0.6136,0.2752
123,"NN_tune_trainable_143c9_01192_1192_model::dropout=0,model::init_type=uniform,model::nlin=relu,optim::optimizer=sgd,optim::wd=0.01,_2021-09-24_21-29-12",0.1,0.1,0.1,0.1
124,"NN_tune_trainable_143c9_00530_530_model::dropout=0,model::init_type=normal,model::nlin=sigmoid,optim::optimizer=adam,optim::wd=0.0_2021-09-23_12-08-16",0.18,0.1543,0.1946,0.1477
125,"NN_tune_trainable_143c9_01101_1101_model::dropout=0.5,model::init_type=kaiming_uniform,model::nlin=relu,optim::optimizer=adam,opti_2021-09-24_16-52-17",0.466,0.1935,0.4679,0.1982
126,"NN_tune_trainable_143c9_00823_823_model::dropout=0.5,model::init_type=kaiming_normal,model::nlin=sigmoid,optim::optimizer=sgd,opti_2021-09-24_03-49-58",0.1,0.1,0.1,0.1
127,"NN_tune_trainable_143c9_00617_617_model::dropout=0.5,model::init_type=uniform,model::nlin=relu,optim::optimizer=sgd,optim::wd=0.00_2021-09-23_17-18-25",0.1,0.1,0.1,0.1
128,"NN_tune_trainable_143c9_01063_1063_model::dropout=0.5,model::init_type=kaiming_normal,model::nlin=tanh,optim::optimizer=sgd,optim:_2021-09-24_15-14-50",0.471,0.1723,0.4687,0.164
129,"NN_tune_trainable_143c9_01073_1073_model::dropout=0.5,model::init_type=uniform,model::nlin=sigmoid,optim::optimizer=sgd,optim::wd=_2021-09-24_15-44-40",0.1,0.1,0.1,0.1
130,"NN_tune_trainable_143c9_01267_1267_model::dropout=0.5,model::init_type=normal,model::nlin=sigmoid,optim::optimizer=sgd,optim::wd=0_2021-09-25_00-37-33",0.1,0.1,0.1,0.1
131,"NN_tune_trainable_143c9_00165_165_model::dropout=0.5,model::init_type=kaiming_uniform,model::nlin=tanh,optim::optimizer=sgd,optim:_2021-09-22_18-13-49",0.465,0.155,0.4585,0.1517
132,"NN_tune_trainable_143c9_00192_192_model::dropout=0,model::init_type=uniform,model::nlin=tanh,optim::optimizer=adam,optim::wd=0.001_2021-09-22_19-12-51",0.656,0.273,0.6807,0.3006
133,"NN_tune_trainable_143c9_01189_1189_model::dropout=0.5,model::init_type=kaiming_uniform,model::nlin=tanh,optim::optimizer=sgd,optim_2021-09-24_21-21-44",0.449,0.1493,0.4609,0.1601
